template,prompt,target,meta_json
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT5773, <GATE> C5, <RWY> 23R, <TXWY> Lima, Charlie, <HSRWY> 32 [Pilot]: Greensboro Ground, <F#> FFT5773, at Gate <GATE> C5, request taxi to Runway <RWY> 23R.","[ATC]: FFT5773, taxi to Runway 23R via Lima, Charlie, hold short of Runway 32.","{""callsign"": ""FFT5773"", ""pilot_alt"": 10000, ""assign_alt"": 4000, ""dist_nm"": 11.1, ""dist_mi"": 11, ""rwy"": ""23R"", ""hs_rwy"": ""32"", ""wind_dir"": 200, ""wind_spd"": 4, ""gate"": ""C5"", ""route"": ""Lima, Charlie""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU2452, <GATE> D4, <RWY> 23L, <TXWY> Delta, Lima, Alpha, <HSRWY> 23R [Pilot]: Greensboro Ground, <F#> JBU2452, at Gate <GATE> D4, request taxi to Runway <RWY> 23L.","[ATC]: JBU2452, taxi to Runway 23L via Delta, Lima, Alpha, hold short of Runway 23R.","{""callsign"": ""JBU2452"", ""pilot_alt"": 7000, ""assign_alt"": 3000, ""dist_nm"": 11.3, ""dist_mi"": 11, ""rwy"": ""23L"", ""hs_rwy"": ""23R"", ""wind_dir"": 260, ""wind_spd"": 13, ""gate"": ""D4"", ""route"": ""Delta, Lima, Alpha""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> SWA5855, <TXWY> Delta, Foxtrot, <GATE> B2 [Pilot]: Greensboro Ground, <F#> SWA5855, clear of active, request taxi to Gate <GATE> B2.","[ATC]: SWA5855, taxi to Gate B2 via Delta, Foxtrot.","{""callsign"": ""SWA5855"", ""pilot_alt"": 6000, ""assign_alt"": 6000, ""dist_nm"": 12.1, ""dist_mi"": 12, ""rwy"": ""23L"", ""hs_rwy"": ""14"", ""wind_dir"": 270, ""wind_spd"": 5, ""gate"": ""B2"", ""route"": ""Delta, Foxtrot""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> FFT7796, <TXWY> Golf, Lima, <GATE> A3 [Pilot]: Greensboro Ground, <F#> FFT7796, clear of active, request taxi to Gate <GATE> A3.","[ATC]: FFT7796, taxi to Gate A3 via Golf, Lima.","{""callsign"": ""FFT7796"", ""pilot_alt"": 7000, ""assign_alt"": 5000, ""dist_nm"": 10.1, ""dist_mi"": 10, ""rwy"": ""14"", ""hs_rwy"": ""05R"", ""wind_dir"": 270, ""wind_spd"": 11, ""gate"": ""A3"", ""route"": ""Golf, Lima""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> N7843P, <ALT> 3000ft, <RWY> 05R, <DIST> 14.9NM [Pilot]: Greensboro Approach, <F#> N7843P, level 9000 feet, inbound for landing.","[ATC]: N7843P, radar contact, descend and maintain 3000, expect ILS Runway 05R.","{""callsign"": ""N7843P"", ""pilot_alt"": 9000, ""assign_alt"": 3000, ""dist_nm"": 14.9, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""14"", ""wind_dir"": 330, ""wind_spd"": 5, ""gate"": ""D2"", ""route"": ""Foxtrot, Echo, Golf""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> SWA3073, <GATE> C1, <RWY> 05L, <TXWY> Lima, Kilo, <HSRWY> 23L [Pilot]: Greensboro Ground, <F#> SWA3073, at Gate <GATE> C1, request taxi to Runway <RWY> 05L.","[ATC]: SWA3073, taxi to Runway 05L via Lima, Kilo, hold short of Runway 23L.","{""callsign"": ""SWA3073"", ""pilot_alt"": 6000, ""assign_alt"": 6000, ""dist_nm"": 7.7, ""dist_mi"": 8, ""rwy"": ""05L"", ""hs_rwy"": ""23L"", ""wind_dir"": 210, ""wind_spd"": 16, ""gate"": ""C1"", ""route"": ""Lima, Kilo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> AAL3798, <WIND> 330 at 5, <RWY> 23R, <DIST> 14mi [Pilot]: Greensboro Tower, <F#> AAL3798, <DIST> 14 miles out.","[ATC]: AAL3798, wind 330 at 5, Runway 23R cleared to land.","{""callsign"": ""AAL3798"", ""pilot_alt"": 7000, ""assign_alt"": 5000, ""dist_nm"": 14.0, ""dist_mi"": 14, ""rwy"": ""23R"", ""hs_rwy"": ""32"", ""wind_dir"": 330, ""wind_spd"": 5, ""gate"": ""D4"", ""route"": ""Kilo, Delta, Charlie""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> SWA3772, <ALT> 4000ft, <RWY> 23L, <DIST> 5.1NM [Pilot]: Greensboro Approach, <F#> SWA3772, level 10000 feet, inbound for landing.","[ATC]: SWA3772, radar contact, descend and maintain 4000, expect ILS Runway 23L.","{""callsign"": ""SWA3772"", ""pilot_alt"": 10000, ""assign_alt"": 4000, ""dist_nm"": 5.1, ""dist_mi"": 5, ""rwy"": ""23L"", ""hs_rwy"": ""32"", ""wind_dir"": 220, ""wind_spd"": 16, ""gate"": ""B2"", ""route"": ""Hotel, Charlie""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> FFT3658, <WIND> 220 at 6, <RWY> 32, <DIST> 11mi [Pilot]: Greensboro Tower, <F#> FFT3658, <DIST> 11 miles out.","[ATC]: FFT3658, wind 220 at 6, Runway 32 cleared to land.","{""callsign"": ""FFT3658"", ""pilot_alt"": 10000, ""assign_alt"": 4000, ""dist_nm"": 11.3, ""dist_mi"": 11, ""rwy"": ""32"", ""hs_rwy"": ""23R"", ""wind_dir"": 220, ""wind_spd"": 6, ""gate"": ""A1"", ""route"": ""Kilo, Alpha, Charlie""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT272, <GATE> A3, <RWY> 14, <TXWY> Bravo, Alpha, <HSRWY> 23R [Pilot]: Greensboro Ground, <F#> FFT272, at Gate <GATE> A3, request taxi to Runway <RWY> 14.","[ATC]: FFT272, taxi to Runway 14 via Bravo, Alpha, hold short of Runway 23R.","{""callsign"": ""FFT272"", ""pilot_alt"": 9000, ""assign_alt"": 5000, ""dist_nm"": 8.0, ""dist_mi"": 8, ""rwy"": ""14"", ""hs_rwy"": ""23R"", ""wind_dir"": 260, ""wind_spd"": 16, ""gate"": ""A3"", ""route"": ""Bravo, Alpha""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> SWA9988, <TXWY> Delta, Golf, Juliet, <GATE> B6 [Pilot]: Greensboro Ground, <F#> SWA9988, clear of active, request taxi to Gate <GATE> B6.","[ATC]: SWA9988, taxi to Gate B6 via Delta, Golf, Juliet.","{""callsign"": ""SWA9988"", ""pilot_alt"": 9000, ""assign_alt"": 3000, ""dist_nm"": 20.2, ""dist_mi"": 15, ""rwy"": ""05R"", ""hs_rwy"": ""23R"", ""wind_dir"": 260, ""wind_spd"": 4, ""gate"": ""B6"", ""route"": ""Delta, Golf, Juliet""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> SWA5739, <TXWY> Lima, Alpha, Juliet, <GATE> B2 [Pilot]: Greensboro Ground, <F#> SWA5739, clear of active, request taxi to Gate <GATE> B2.","[ATC]: SWA5739, taxi to Gate B2 via Lima, Alpha, Juliet.","{""callsign"": ""SWA5739"", ""pilot_alt"": 9000, ""assign_alt"": 6000, ""dist_nm"": 9.7, ""dist_mi"": 10, ""rwy"": ""05L"", ""hs_rwy"": ""05R"", ""wind_dir"": 190, ""wind_spd"": 4, ""gate"": ""B2"", ""route"": ""Lima, Alpha, Juliet""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> JBU8899, <TXWY> Alpha, Juliet, Charlie, <GATE> D2 [Pilot]: Greensboro Ground, <F#> JBU8899, clear of active, request taxi to Gate <GATE> D2.","[ATC]: JBU8899, taxi to Gate D2 via Alpha, Juliet, Charlie.","{""callsign"": ""JBU8899"", ""pilot_alt"": 7000, ""assign_alt"": 4000, ""dist_nm"": 24.8, ""dist_mi"": 15, ""rwy"": ""05L"", ""hs_rwy"": ""14"", ""wind_dir"": 320, ""wind_spd"": 14, ""gate"": ""D2"", ""route"": ""Alpha, Juliet, Charlie""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> ASA5184, <TXWY> Bravo, Foxtrot, <GATE> D2 [Pilot]: Greensboro Ground, <F#> ASA5184, clear of active, request taxi to Gate <GATE> D2.","[ATC]: ASA5184, taxi to Gate D2 via Bravo, Foxtrot.","{""callsign"": ""ASA5184"", ""pilot_alt"": 6000, ""assign_alt"": 6000, ""dist_nm"": 17.8, ""dist_mi"": 15, ""rwy"": ""14"", ""hs_rwy"": ""05R"", ""wind_dir"": 200, ""wind_spd"": 16, ""gate"": ""D2"", ""route"": ""Bravo, Foxtrot""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> N9919M, <ALT> 6000ft, <RWY> 05R, <DIST> 7.2NM [Pilot]: Greensboro Approach, <F#> N9919M, level 8000 feet, inbound for landing.","[ATC]: N9919M, radar contact, descend and maintain 6000, expect ILS Runway 05R.","{""callsign"": ""N9919M"", ""pilot_alt"": 8000, ""assign_alt"": 6000, ""dist_nm"": 7.2, ""dist_mi"": 7, ""rwy"": ""05R"", ""hs_rwy"": ""32"", ""wind_dir"": 290, ""wind_spd"": 11, ""gate"": ""B4"", ""route"": ""Hotel, Alpha""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> AAL2519, <WIND> 260 at 15, <RWY> 32, <DIST> 13mi [Pilot]: Greensboro Tower, <F#> AAL2519, <DIST> 13 miles out.","[ATC]: AAL2519, wind 260 at 15, Runway 32 cleared to land.","{""callsign"": ""AAL2519"", ""pilot_alt"": 9000, ""assign_alt"": 3000, ""dist_nm"": 12.6, ""dist_mi"": 13, ""rwy"": ""32"", ""hs_rwy"": ""05L"", ""wind_dir"": 260, ""wind_spd"": 15, ""gate"": ""C5"", ""route"": ""Hotel, Charlie, Juliet""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT8636, <GATE> D4, <RWY> 14, <TXWY> Hotel, Kilo, <HSRWY> 05R [Pilot]: Greensboro Ground, <F#> FFT8636, at Gate <GATE> D4, request taxi to Runway <RWY> 14.","[ATC]: FFT8636, taxi to Runway 14 via Hotel, Kilo, hold short of Runway 05R.","{""callsign"": ""FFT8636"", ""pilot_alt"": 9000, ""assign_alt"": 4000, ""dist_nm"": 18.3, ""dist_mi"": 15, ""rwy"": ""14"", ""hs_rwy"": ""05R"", ""wind_dir"": 210, ""wind_spd"": 13, ""gate"": ""D4"", ""route"": ""Hotel, Kilo""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> DAL1565, <WIND> 220 at 15, <RWY> 32, <DIST> 9mi [Pilot]: Greensboro Tower, <F#> DAL1565, <DIST> 9 miles out.","[ATC]: DAL1565, wind 220 at 15, Runway 32 cleared to land.","{""callsign"": ""DAL1565"", ""pilot_alt"": 6000, ""assign_alt"": 4000, ""dist_nm"": 8.9, ""dist_mi"": 9, ""rwy"": ""32"", ""hs_rwy"": ""05R"", ""wind_dir"": 220, ""wind_spd"": 15, ""gate"": ""C5"", ""route"": ""Juliet, Charlie""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> AAL3815, <GATE> B6, <RWY> 32, <TXWY> Lima, Echo, <HSRWY> 23R [Pilot]: Greensboro Ground, <F#> AAL3815, at Gate <GATE> B6, request taxi to Runway <RWY> 32.","[ATC]: AAL3815, taxi to Runway 32 via Lima, Echo, hold short of Runway 23R.","{""callsign"": ""AAL3815"", ""pilot_alt"": 6000, ""assign_alt"": 6000, ""dist_nm"": 9.1, ""dist_mi"": 9, ""rwy"": ""32"", ""hs_rwy"": ""23R"", ""wind_dir"": 230, ""wind_spd"": 9, ""gate"": ""B6"", ""route"": ""Lima, Echo""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> ASA964, <GATE> A5, <RWY> 05L, <TXWY> Golf, Echo, Charlie, <HSRWY> 23R [Pilot]: Greensboro Ground, <F#> ASA964, at Gate <GATE> A5, request taxi to Runway <RWY> 05L.","[ATC]: ASA964, taxi to Runway 05L via Golf, Echo, Charlie, hold short of Runway 23R.","{""callsign"": ""ASA964"", ""pilot_alt"": 8000, ""assign_alt"": 4000, ""dist_nm"": 21.2, ""dist_mi"": 15, ""rwy"": ""05L"", ""hs_rwy"": ""23R"", ""wind_dir"": 190, ""wind_spd"": 16, ""gate"": ""A5"", ""route"": ""Golf, Echo, Charlie""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> N7226L, <TXWY> Kilo, Alpha, <GATE> C3 [Pilot]: Greensboro Ground, <F#> N7226L, clear of active, request taxi to Gate <GATE> C3.","[ATC]: N7226L, taxi to Gate C3 via Kilo, Alpha.","{""callsign"": ""N7226L"", ""pilot_alt"": 7000, ""assign_alt"": 3000, ""dist_nm"": 8.6, ""dist_mi"": 9, ""rwy"": ""23L"", ""hs_rwy"": ""05R"", ""wind_dir"": 200, ""wind_spd"": 10, ""gate"": ""C3"", ""route"": ""Kilo, Alpha""}"
ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> JBU7196, <GATE> C5, <RWY> 32, <TXWY> Hotel, Bravo, Alpha, <HSRWY> 23L [Pilot]: Greensboro Ground, <F#> JBU7196, at Gate <GATE> C5, request taxi to Runway <RWY> 32.","[ATC]: JBU7196, taxi to Runway 32 via Hotel, Bravo, Alpha, hold short of Runway 23L.","{""callsign"": ""JBU7196"", ""pilot_alt"": 6000, ""assign_alt"": 6000, ""dist_nm"": 18.2, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""23L"", ""wind_dir"": 260, ""wind_spd"": 12, ""gate"": ""C5"", ""route"": ""Hotel, Bravo, Alpha""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> FFT9063, <ALT> 6000ft, <RWY> 14, <DIST> 21.5NM [Pilot]: Greensboro Approach, <F#> FFT9063, level 7000 feet, inbound for landing.","[ATC]: FFT9063, radar contact, descend and maintain 6000, expect ILS Runway 14.","{""callsign"": ""FFT9063"", ""pilot_alt"": 7000, ""assign_alt"": 6000, ""dist_nm"": 21.5, ""dist_mi"": 15, ""rwy"": ""14"", ""hs_rwy"": ""05L"", ""wind_dir"": 190, ""wind_spd"": 4, ""gate"": ""C3"", ""route"": ""Juliet, Golf, Charlie""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> SWA827, <WIND> 220 at 8, <RWY> 05R, <DIST> 12mi [Pilot]: Greensboro Tower, <F#> SWA827, <DIST> 12 miles out.","[ATC]: SWA827, wind 220 at 8, Runway 05R cleared to land.","{""callsign"": ""SWA827"", ""pilot_alt"": 7000, ""assign_alt"": 4000, ""dist_nm"": 12.3, ""dist_mi"": 12, ""rwy"": ""05R"", ""hs_rwy"": ""23R"", ""wind_dir"": 220, ""wind_spd"": 8, ""gate"": ""C3"", ""route"": ""Alpha, Kilo, Juliet""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> SWA4245, <WIND> 240 at 15, <RWY> 05R, <DIST> 5mi [Pilot]: Greensboro Tower, <F#> SWA4245, <DIST> 5 miles out.","[ATC]: SWA4245, wind 240 at 15, Runway 05R cleared to land.","{""callsign"": ""SWA4245"", ""pilot_alt"": 6000, ""assign_alt"": 5000, ""dist_nm"": 4.9, ""dist_mi"": 5, ""rwy"": ""05R"", ""hs_rwy"": ""23L"", ""wind_dir"": 240, ""wind_spd"": 15, ""gate"": ""A3"", ""route"": ""Charlie, Foxtrot, Golf""}"
ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> ASA760, <TXWY> Juliet, Delta, <GATE> B2 [Pilot]: Greensboro Ground, <F#> ASA760, clear of active, request taxi to Gate <GATE> B2.","[ATC]: ASA760, taxi to Gate B2 via Juliet, Delta.","{""callsign"": ""ASA760"", ""pilot_alt"": 10000, ""assign_alt"": 3000, ""dist_nm"": 5.6, ""dist_mi"": 6, ""rwy"": ""05L"", ""hs_rwy"": ""14"", ""wind_dir"": 180, ""wind_spd"": 4, ""gate"": ""B2"", ""route"": ""Juliet, Delta""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> DAL5879, <ALT> 5000ft, <RWY> 05L, <DIST> 17.9NM [Pilot]: Greensboro Approach, <F#> DAL5879, level 8000 feet, inbound for landing.","[ATC]: DAL5879, radar contact, descend and maintain 5000, expect ILS Runway 05L.","{""callsign"": ""DAL5879"", ""pilot_alt"": 8000, ""assign_alt"": 5000, ""dist_nm"": 17.9, ""dist_mi"": 15, ""rwy"": ""05L"", ""hs_rwy"": ""32"", ""wind_dir"": 190, ""wind_spd"": 16, ""gate"": ""A3"", ""route"": ""Golf, Bravo, Delta""}"
tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> ASA6939, <WIND> 290 at 7, <RWY> 14, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> ASA6939, <DIST> 15 miles out.","[ATC]: ASA6939, wind 290 at 7, Runway 14 cleared to land.","{""callsign"": ""ASA6939"", ""pilot_alt"": 7000, ""assign_alt"": 5000, ""dist_nm"": 18.4, ""dist_mi"": 15, ""rwy"": ""14"", ""hs_rwy"": ""23L"", ""wind_dir"": 290, ""wind_spd"": 7, ""gate"": ""C3"", ""route"": ""Alpha, Foxtrot, Hotel""}"
approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> AAL7035, <ALT> 6000ft, <RWY> 14, <DIST> 4.8NM [Pilot]: Greensboro Approach, <F#> AAL7035, level 7000 feet, inbound for landing.","[ATC]: AAL7035, radar contact, descend and maintain 6000, expect ILS Runway 14.","{""callsign"": ""AAL7035"", ""pilot_alt"": 7000, ""assign_alt"": 6000, ""dist_nm"": 4.8, ""dist_mi"": 5, ""rwy"": ""14"", ""hs_rwy"": ""05L"", ""wind_dir"": 180, ""wind_spd"": 16, ""gate"": ""C3"", ""route"": ""Hotel, Echo, Bravo""}"
